specimen_id,document_type,quality_profile,field_name,ground_truth_value,extracted_value,normalized_gt,normalized_pred,exact_match,normalized_match,cer,edit_distance,confidence,latency_ms
DOC-1C1A8AE5_clean,marksheet,clean,subject[16].code,HS101,,hs101,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[16].grade,A+,,a+,,False,False,1.0,2,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[16].credits,2,,2,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[17].code,CE301,,ce301,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[17].grade,O,,o,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[17].credits,4,,4,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[18].code,PH101,,ph101,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[18].grade,A+,,a+,,False,False,1.0,2,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[18].credits,3,,3,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[19].code,MA101,,ma101,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[19].grade,O,,o,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[19].credits,4,,4,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[20].code,MA101,,ma101,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[20].grade,A,,a,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[20].credits,4,,4,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[21].code,CE304,,ce304,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[21].grade,A,,a,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[21].credits,3,,3,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[22].code,CE301,,ce301,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[22].grade,B+,,b+,,False,False,1.0,2,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[22].credits,4,,4,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[23].code,CE205,,ce205,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[23].grade,B+,,b+,,False,False,1.0,2,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[23].credits,3,,3,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[24].code,CE302,,ce302,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[24].grade,A,,a,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[24].credits,3,,3,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[25].code,MA101,,ma101,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[25].grade,A+,,a+,,False,False,1.0,2,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[25].credits,4,,4,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[26].code,CE302,,ce302,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[26].grade,O,,o,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[26].credits,3,,3,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[27].code,CE202,,ce202,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[27].grade,A+,,a+,,False,False,1.0,2,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[27].credits,3,,3,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[28].code,ME100,,me100,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[28].grade,O,,o,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[28].credits,3,,3,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[29].code,CE204,,ce204,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[29].grade,O,,o,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[29].credits,3,,3,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[30].code,CE203,,ce203,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[30].grade,A,,a,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[30].credits,3,,3,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[31].code,CE303,,ce303,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[31].grade,A+,,a+,,False,False,1.0,2,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[31].credits,3,,3,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[32].code,MA101,,ma101,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[32].grade,A,,a,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[32].credits,4,,4,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[33].code,ME100,,me100,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[33].grade,B+,,b+,,False,False,1.0,2,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[33].credits,3,,3,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[34].code,CE302,,ce302,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[34].grade,B+,,b+,,False,False,1.0,2,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[34].credits,3,,3,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[35].code,MA102,,ma102,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[35].grade,A+,,a+,,False,False,1.0,2,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[35].credits,4,,4,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[36].code,CE301,,ce301,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[36].grade,A+,,a+,,False,False,1.0,2,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[36].credits,4,,4,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[37].code,CE201,,ce201,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[37].grade,O,,o,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[37].credits,4,,4,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[38].code,HS101,,hs101,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[38].grade,A,,a,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[38].credits,2,,2,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[39].code,CE204,,ce204,,False,False,1.0,5,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[39].grade,A+,,a+,,False,False,1.0,2,0.95,8621
DOC-1C1A8AE5_clean,marksheet,clean,subject[39].credits,3,,3,,False,False,1.0,1,0.95,8621
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,studentName,divya pandey,,divya pandey,,False,False,1.0,12,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,rollNumber,2018CE000469,[OBJECTOBJECT],2018ce000469,[objectobject],False,False,1.0833,13,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,enrollmentNumber,EN201800469,[OBJECTOBJECT],en201800469,[objectobject],False,False,1.2727,14,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,degreeName,Bachelor of Technology in Civil Engineering,[object Object],bachelor of technology in civil engineering,[object object],False,False,0.8837,38,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,branchName,civil engineering,,civil engineering,,False,False,1.0,17,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,batchYears,2018 - 2022,,2018 - 2022,,False,False,1.0,11,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,fatherName,dhruv pandey,,dhruv pandey,,False,False,1.0,12,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,motherName,ananya pandey,,ananya pandey,,False,False,1.0,13,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,dateOfBirth,1998-02-27,,1998-02-27,,False,False,1.0,10,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,email,divya.pandey469@vtu.edu.in,,divya.pandey469@vtu.edu.in,,False,False,1.0,26,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,phone,+91 9817613614,,+91 9817613614,,False,False,1.0,14,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,bloodGroup,o+,,o+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,universityName,Vivekananda Technical University,[object Object],vivekananda technical university,[object object],False,False,0.8438,27,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,universityCode,Vivekananda Technical University,[object Object],vivekananda technical university,[object object],False,False,0.8438,27,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,universityTagline,Excellence in Engineering and Research,,excellence in engineering and research,,False,False,1.0,38,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,cgpa,8.08,0,8.08,0,False,False,0.75,3,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,issueDate,2022-01-25,[object object],2022-01-25,[object object],False,False,1.5,15,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,documentType,marksheet,,marksheet,,False,False,1.0,9,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[0].code,ME100,,me100,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[0].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[0].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[1].code,CE201,,ce201,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[1].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[1].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[2].code,HS101,,hs101,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[2].grade,B,,b,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[2].credits,2,,2,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[3].code,ES101,,es101,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[3].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[3].credits,2,,2,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[4].code,CE301,,ce301,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[4].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[4].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[5].code,CE304,,ce304,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[5].grade,A,,a,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[5].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[6].code,MA101,,ma101,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[6].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[6].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[7].code,CE203,,ce203,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[7].grade,B,,b,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[7].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[8].code,CE204,,ce204,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[8].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[8].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[9].code,CE201,,ce201,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[9].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[9].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[10].code,CE201,,ce201,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[10].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[10].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[11].code,CE204,,ce204,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[11].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[11].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[12].code,ES101,,es101,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[12].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[12].credits,2,,2,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[13].code,CH101,,ch101,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[13].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[13].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[14].code,CE202,,ce202,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[14].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[14].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[15].code,MA102,,ma102,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[15].grade,A+,,a+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[15].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[16].code,HS101,,hs101,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[16].grade,A+,,a+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[16].credits,2,,2,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[17].code,CE301,,ce301,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[17].grade,O,,o,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[17].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[18].code,PH101,,ph101,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[18].grade,A+,,a+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[18].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[19].code,MA101,,ma101,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[19].grade,O,,o,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[19].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[20].code,MA101,,ma101,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[20].grade,A,,a,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[20].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[21].code,CE304,,ce304,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[21].grade,A,,a,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[21].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[22].code,CE301,,ce301,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[22].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[22].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[23].code,CE205,,ce205,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[23].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[23].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[24].code,CE302,,ce302,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[24].grade,A,,a,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[24].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[25].code,MA101,,ma101,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[25].grade,A+,,a+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[25].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[26].code,CE302,,ce302,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[26].grade,O,,o,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[26].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[27].code,CE202,,ce202,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[27].grade,A+,,a+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[27].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[28].code,ME100,,me100,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[28].grade,O,,o,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[28].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[29].code,CE204,,ce204,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[29].grade,O,,o,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[29].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[30].code,CE203,,ce203,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[30].grade,A,,a,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[30].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[31].code,CE303,,ce303,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[31].grade,A+,,a+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[31].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[32].code,MA101,,ma101,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[32].grade,A,,a,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[32].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[33].code,ME100,,me100,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[33].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[33].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[34].code,CE302,,ce302,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[34].grade,B+,,b+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[34].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[35].code,MA102,,ma102,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[35].grade,A+,,a+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[35].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[36].code,CE301,,ce301,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[36].grade,A+,,a+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[36].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[37].code,CE201,,ce201,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[37].grade,O,,o,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[37].credits,4,,4,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[38].code,HS101,,hs101,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[38].grade,A,,a,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[38].credits,2,,2,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[39].code,CE204,,ce204,,False,False,1.0,5,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[39].grade,A+,,a+,,False,False,1.0,2,0.95,8797
DOC-1C1A8AE5_mobile_camera,marksheet,mobile_camera,subject[39].credits,3,,3,,False,False,1.0,1,0.95,8797
DOC-1C1A8AE5_rotated_90,marksheet,rotated_90,studentName,divya pandey,['Divya Pandey'],divya pandey,['divya pandey'],False,False,0.5,4,0.95,8489
DOC-1C1A8AE5_rotated_90,marksheet,rotated_90,rollNumber,2018CE000469,2018CE000469,2018ce000469,2018ce000469,True,True,0.0,0,0.95,8489
DOC-1C1A8AE5_rotated_90,marksheet,rotated_90,enrollmentNumber,EN201800469,EN201800469,en201800469,en201800469,True,True,0.0,0,0.95,8489
DOC-1C1A8AE5_rotated_90,marksheet,rotated_90,degreeName,Bachelor of Technology in Civil Engineering,Bachelor of Technology in Civil Engineering,bachelor of technology in civil engineering,bachelor of technology in civil engineering,True,True,0.0,0,0.95,8489
DOC-1C1A8AE5_rotated_90,marksheet,rotated_90,branchName,civil engineering,['Civil Engineering'],civil engineering,['civil engineering'],False,False,0.3529,4,0.95,8489
DOC-1C1A8AE5_rotated_90,marksheet,rotated_90,batchYears,2018 - 2022,['2018 - 2022'],2018 - 2022,['2018 - 2022'],False,False,0.3636,4,0.95,8489
DOC-1C1A8AE5_rotated_90,marksheet,rotated_90,fatherName,dhruv pandey,,dhruv pandey,,False,False,1.0,12,0.95,8489
DOC-1C1A8AE5_rotated_90,marksheet,rotated_90,motherName,ananya pandey,,ananya pandey,,False,False,1.0,13,0.95,8489
DOC-1C1A8AE5_rotated_90,marksheet,rotated_90,dateOfBirth,1998-02-27,,1998-02-27,,False,False,1.0,10,0.95,8489
